"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Albania","Conventional crude oil - exports","2021","Metric tons,  thousand","547.8",""
"Albania","Conventional crude oil - exports","2020","Metric tons,  thousand","577.32",""
"Albania","Conventional crude oil - exports","2019","Metric tons,  thousand","631.216",""
"Albania","Conventional crude oil - exports","2018","Metric tons,  thousand","582.789",""
"Albania","Conventional crude oil - exports","2017","Metric tons,  thousand","488",""
"Albania","Conventional crude oil - exports","2016","Metric tons,  thousand","888",""
"Albania","Conventional crude oil - exports","2015","Metric tons,  thousand","987",""
"Albania","Conventional crude oil - exports","2014","Metric tons,  thousand","1007.22",""
"Albania","Conventional crude oil - exports","2013","Metric tons,  thousand","1167",""
"Albania","Conventional crude oil - exports","2012","Metric tons,  thousand","920.07",""
"Albania","Conventional crude oil - exports","2011","Metric tons,  thousand","597.81",""
"Albania","Conventional crude oil - exports","2010","Metric tons,  thousand","586.47",""
"Albania","Conventional crude oil - exports","2009","Metric tons,  thousand","221.23",""
"Albania","Conventional crude oil - exports","2008","Metric tons,  thousand","240.2",""
"Albania","Conventional crude oil - exports","2007","Metric tons,  thousand","244",""
"Albania","Conventional crude oil - exports","2006","Metric tons,  thousand","63",""
"Albania","Conventional crude oil - exports","2005","Metric tons,  thousand","0",""
"Albania","Conventional crude oil - exports","2004","Metric tons,  thousand","0",""
"Algeria","Conventional crude oil - exports","2020","Metric tons,  thousand","16735.718",""
"Algeria","Conventional crude oil - exports","2019","Metric tons,  thousand","22181",""
"Algeria","Conventional crude oil - exports","2018","Metric tons,  thousand","21676",""
"Algeria","Conventional crude oil - exports","2017","Metric tons,  thousand","24677",""
"Algeria","Conventional crude oil - exports","2016","Metric tons,  thousand","25227",""
"Algeria","Conventional crude oil - exports","2015","Metric tons,  thousand","24181",""
"Algeria","Conventional crude oil - exports","2014","Metric tons,  thousand","23550",""
"Algeria","Conventional crude oil - exports","2013","Metric tons,  thousand","28130",""
"Algeria","Conventional crude oil - exports","2012","Metric tons,  thousand","31881",""
"Algeria","Conventional crude oil - exports","2011","Metric tons,  thousand","32424",""
"Algeria","Conventional crude oil - exports","2010","Metric tons,  thousand","32974",""
"Algeria","Conventional crude oil - exports","2009","Metric tons,  thousand","34731",""
"Algeria","Conventional crude oil - exports","2008","Metric tons,  thousand","39179",""
"Algeria","Conventional crude oil - exports","2007","Metric tons,  thousand","43248",""
"Algeria","Conventional crude oil - exports","2006","Metric tons,  thousand","43954",""
"Algeria","Conventional crude oil - exports","2005","Metric tons,  thousand","44940",""
"Algeria","Conventional crude oil - exports","2004","Metric tons,  thousand","41280",""
"Algeria","Conventional crude oil - exports","2003","Metric tons,  thousand","33725",""
"Algeria","Conventional crude oil - exports","2002","Metric tons,  thousand","25420",""
"Algeria","Conventional crude oil - exports","2001","Metric tons,  thousand","19583",""
"Algeria","Conventional crude oil - exports","2000","Metric tons,  thousand","21412",""
"Algeria","Conventional crude oil - exports","1999","Metric tons,  thousand","19289",""
"Algeria","Conventional crude oil - exports","1998","Metric tons,  thousand","19294",""
"Algeria","Conventional crude oil - exports","1997","Metric tons,  thousand","17280",""
"Algeria","Conventional crude oil - exports","1996","Metric tons,  thousand","18171",""
"Algeria","Conventional crude oil - exports","1995","Metric tons,  thousand","15417",""
"Algeria","Conventional crude oil - exports","1994","Metric tons,  thousand","15469",""
"Algeria","Conventional crude oil - exports","1993","Metric tons,  thousand","14289",""
"Algeria","Conventional crude oil - exports","1992","Metric tons,  thousand","15634",""
"Algeria","Conventional crude oil - exports","1991","Metric tons,  thousand","16182",""
"Algeria","Conventional crude oil - exports","1990","Metric tons,  thousand","14007","1"
"Angola","Conventional crude oil - exports","2021","Metric tons,  thousand","52305.8561",""
"Angola","Conventional crude oil - exports","2020","Metric tons,  thousand","59228.0691",""
"Angola","Conventional crude oil - exports","2019","Metric tons,  thousand","63861.7106",""
"Angola","Conventional crude oil - exports","2018","Metric tons,  thousand","69042.9732",""
"Angola","Conventional crude oil - exports","2017","Metric tons,  thousand","76359.3325",""
"Angola","Conventional crude oil - exports","2016","Metric tons,  thousand","81100.0762",""
"Angola","Conventional crude oil - exports","2015","Metric tons,  thousand","85253.27",""
"Angola","Conventional crude oil - exports","2014","Metric tons,  thousand","79631.388",""
"Angola","Conventional crude oil - exports","2013","Metric tons,  thousand","83470",""
"Angola","Conventional crude oil - exports","2012","Metric tons,  thousand","83390",""
"Angola","Conventional crude oil - exports","2011","Metric tons,  thousand","77278",""
"Angola","Conventional crude oil - exports","2010","Metric tons,  thousand","85997",""
"Angola","Conventional crude oil - exports","2009","Metric tons,  thousand","88622",""
"Angola","Conventional crude oil - exports","2008","Metric tons,  thousand","92469",""
"Angola","Conventional crude oil - exports","2007","Metric tons,  thousand","82943",""
"Angola","Conventional crude oil - exports","2006","Metric tons,  thousand","67934",""
"Angola","Conventional crude oil - exports","2005","Metric tons,  thousand","60302",""
"Angola","Conventional crude oil - exports","2004","Metric tons,  thousand","47105",""
"Angola","Conventional crude oil - exports","2003","Metric tons,  thousand","41430",""
"Angola","Conventional crude oil - exports","2002","Metric tons,  thousand","42668",""
"Angola","Conventional crude oil - exports","2001","Metric tons,  thousand","34367",""
"Angola","Conventional crude oil - exports","2000","Metric tons,  thousand","34310",""
"Angola","Conventional crude oil - exports","1999","Metric tons,  thousand","34448",""
"Angola","Conventional crude oil - exports","1998","Metric tons,  thousand","34386",""
"Angola","Conventional crude oil - exports","1997","Metric tons,  thousand","32723",""
"Angola","Conventional crude oil - exports","1996","Metric tons,  thousand","30794",""
"Angola","Conventional crude oil - exports","1995","Metric tons,  thousand","28065",""
"Angola","Conventional crude oil - exports","1994","Metric tons,  thousand","24794","1"
"Angola","Conventional crude oil - exports","1993","Metric tons,  thousand","23700","1"
"Angola","Conventional crude oil - exports","1992","Metric tons,  thousand","25000","1"
"Angola","Conventional crude oil - exports","1991","Metric tons,  thousand","23250","1"
"Angola","Conventional crude oil - exports","1990","Metric tons,  thousand","22000","1"
"Argentina","Conventional crude oil - exports","2021","Metric tons,  thousand","3077",""
"Argentina","Conventional crude oil - exports","2020","Metric tons,  thousand","4007.317",""
"Argentina","Conventional crude oil - exports","2019","Metric tons,  thousand","3389",""
"Argentina","Conventional crude oil - exports","2018","Metric tons,  thousand","3197",""
"Argentina","Conventional crude oil - exports","2017","Metric tons,  thousand","1481",""
"Argentina","Conventional crude oil - exports","2016","Metric tons,  thousand","2643",""
"Argentina","Conventional crude oil - exports","2015","Metric tons,  thousand","1878",""
"Argentina","Conventional crude oil - exports","2014","Metric tons,  thousand","1898",""
"Argentina","Conventional crude oil - exports","2013","Metric tons,  thousand","1943",""
"Argentina","Conventional crude oil - exports","2012","Metric tons,  thousand","3080",""
"Argentina","Conventional crude oil - exports","2011","Metric tons,  thousand","3057",""
"Argentina","Conventional crude oil - exports","2010","Metric tons,  thousand","2861",""
"Argentina","Conventional crude oil - exports","2009","Metric tons,  thousand","4680",""
"Argentina","Conventional crude oil - exports","2008","Metric tons,  thousand","2835",""
"Argentina","Conventional crude oil - exports","2007","Metric tons,  thousand","2922",""
"Argentina","Conventional crude oil - exports","2006","Metric tons,  thousand","4495",""
"Argentina","Conventional crude oil - exports","2005","Metric tons,  thousand","7653",""
"Argentina","Conventional crude oil - exports","2004","Metric tons,  thousand","9013",""
"Argentina","Conventional crude oil - exports","2003","Metric tons,  thousand","11802",""
"Argentina","Conventional crude oil - exports","2002","Metric tons,  thousand","13683",""
"Argentina","Conventional crude oil - exports","2001","Metric tons,  thousand","14767",""
"Argentina","Conventional crude oil - exports","2000","Metric tons,  thousand","14249",""
"Argentina","Conventional crude oil - exports","1999","Metric tons,  thousand","13817",""
"Argentina","Conventional crude oil - exports","1998","Metric tons,  thousand","16496",""
"Argentina","Conventional crude oil - exports","1997","Metric tons,  thousand","17104",""
"Argentina","Conventional crude oil - exports","1996","Metric tons,  thousand","16691",""
"Argentina","Conventional crude oil - exports","1995","Metric tons,  thousand","13920",""
"Argentina","Conventional crude oil - exports","1994","Metric tons,  thousand","10467",""
"Argentina","Conventional crude oil - exports","1993","Metric tons,  thousand","4454",""
"Argentina","Conventional crude oil - exports","1992","Metric tons,  thousand","3042","1"
"Argentina","Conventional crude oil - exports","1991","Metric tons,  thousand","1272",""
"Argentina","Conventional crude oil - exports","1990","Metric tons,  thousand","917",""
"Australia","Conventional crude oil - exports","2021","Metric tons,  thousand","12216.443",""
"Australia","Conventional crude oil - exports","2020","Metric tons,  thousand","12895.585",""
"Australia","Conventional crude oil - exports","2019","Metric tons,  thousand","11074.884",""
"Australia","Conventional crude oil - exports","2018","Metric tons,  thousand","9792.313",""
"Australia","Conventional crude oil - exports","2017","Metric tons,  thousand","9697.737",""
"Australia","Conventional crude oil - exports","2016","Metric tons,  thousand","10669",""
"Australia","Conventional crude oil - exports","2015","Metric tons,  thousand","11404",""
"Australia","Conventional crude oil - exports","2014","Metric tons,  thousand","11099",""
"Australia","Conventional crude oil - exports","2013","Metric tons,  thousand","11715",""
"Australia","Conventional crude oil - exports","2012","Metric tons,  thousand","13022",""
"Australia","Conventional crude oil - exports","2011","Metric tons,  thousand","14826",""
"Australia","Conventional crude oil - exports","2010","Metric tons,  thousand","13661",""
"Australia","Conventional crude oil - exports","2009","Metric tons,  thousand","12503",""
"Australia","Conventional crude oil - exports","2008","Metric tons,  thousand","11654",""
"Australia","Conventional crude oil - exports","2007","Metric tons,  thousand","11698",""
"Australia","Conventional crude oil - exports","2006","Metric tons,  thousand","9409",""
"Australia","Conventional crude oil - exports","2005","Metric tons,  thousand","11389",""
"Australia","Conventional crude oil - exports","2004","Metric tons,  thousand","12973",""
"Australia","Conventional crude oil - exports","2003","Metric tons,  thousand","15556",""
"Australia","Conventional crude oil - exports","2002","Metric tons,  thousand","19128",""
"Australia","Conventional crude oil - exports","2001","Metric tons,  thousand","19421",""
"Australia","Conventional crude oil - exports","2000","Metric tons,  thousand","15338",""
"Australia","Conventional crude oil - exports","1999","Metric tons,  thousand","9906",""
"Australia","Conventional crude oil - exports","1998","Metric tons,  thousand","10551",""
"Australia","Conventional crude oil - exports","1997","Metric tons,  thousand","8866",""
"Australia","Conventional crude oil - exports","1996","Metric tons,  thousand","8059",""
"Australia","Conventional crude oil - exports","1995","Metric tons,  thousand","8704",""
"Australia","Conventional crude oil - exports","1994","Metric tons,  thousand","7153",""
"Australia","Conventional crude oil - exports","1993","Metric tons,  thousand","7812",""
"Australia","Conventional crude oil - exports","1992","Metric tons,  thousand","7035",""
"Australia","Conventional crude oil - exports","1991","Metric tons,  thousand","7210",""
"Australia","Conventional crude oil - exports","1990","Metric tons,  thousand","5348",""
"Austria","Conventional crude oil - exports","2001","Metric tons,  thousand","63",""
"Austria","Conventional crude oil - exports","2000","Metric tons,  thousand","61",""
"Austria","Conventional crude oil - exports","1999","Metric tons,  thousand","51",""
"Austria","Conventional crude oil - exports","1998","Metric tons,  thousand","44",""
"Austria","Conventional crude oil - exports","1997","Metric tons,  thousand","25",""
"Austria","Conventional crude oil - exports","1996","Metric tons,  thousand","51",""
"Azerbaijan","Conventional crude oil - exports","2020","Metric tons,  thousand","24830.5",""
"Azerbaijan","Conventional crude oil - exports","2019","Metric tons,  thousand","27704.1",""
"Azerbaijan","Conventional crude oil - exports","2018","Metric tons,  thousand","30141",""
"Azerbaijan","Conventional crude oil - exports","2017","Metric tons,  thousand","30488.2",""
"Azerbaijan","Conventional crude oil - exports","2016","Metric tons,  thousand","32479",""
"Azerbaijan","Conventional crude oil - exports","2015","Metric tons,  thousand","32843",""
"Azerbaijan","Conventional crude oil - exports","2014","Metric tons,  thousand","32903",""
"Azerbaijan","Conventional crude oil - exports","2013","Metric tons,  thousand","34260",""
"Azerbaijan","Conventional crude oil - exports","2012","Metric tons,  thousand","34728",""
"Azerbaijan","Conventional crude oil - exports","2011","Metric tons,  thousand","37268",""
"Azerbaijan","Conventional crude oil - exports","2010","Metric tons,  thousand","42659",""
"Azerbaijan","Conventional crude oil - exports","2009","Metric tons,  thousand","44332",""
"Azerbaijan","Conventional crude oil - exports","2008","Metric tons,  thousand","36858",""
"Azerbaijan","Conventional crude oil - exports","2007","Metric tons,  thousand","34780",""
"Azerbaijan","Conventional crude oil - exports","2006","Metric tons,  thousand","24820",""
"Azerbaijan","Conventional crude oil - exports","2005","Metric tons,  thousand","14296",""
"Azerbaijan","Conventional crude oil - exports","2004","Metric tons,  thousand","9048",""
"Azerbaijan","Conventional crude oil - exports","2003","Metric tons,  thousand","8997",""
"Azerbaijan","Conventional crude oil - exports","2002","Metric tons,  thousand","8881",""
"Azerbaijan","Conventional crude oil - exports","2001","Metric tons,  thousand","8462",""
"Azerbaijan","Conventional crude oil - exports","2000","Metric tons,  thousand","5638",""
"Azerbaijan","Conventional crude oil - exports","1999","Metric tons,  thousand","5684",""
"Azerbaijan","Conventional crude oil - exports","1998","Metric tons,  thousand","1903",""
"Azerbaijan","Conventional crude oil - exports","1997","Metric tons,  thousand","233",""
"Azerbaijan","Conventional crude oil - exports","1996","Metric tons,  thousand","0",""
"Azerbaijan","Conventional crude oil - exports","1995","Metric tons,  thousand","0",""
"Azerbaijan","Conventional crude oil - exports","1994","Metric tons,  thousand","0",""
"Bahrain","Conventional crude oil - exports","2021","Metric tons,  thousand","7449",""
"Bahrain","Conventional crude oil - exports","2020","Metric tons,  thousand","7439",""
"Bahrain","Conventional crude oil - exports","2019","Metric tons,  thousand","7654",""
"Bahrain","Conventional crude oil - exports","2018","Metric tons,  thousand","7693",""
"Bahrain","Conventional crude oil - exports","2017","Metric tons,  thousand","7601",""
"Bahrain","Conventional crude oil - exports","2016","Metric tons,  thousand","7724",""
"Bahrain","Conventional crude oil - exports","2015","Metric tons,  thousand","7453",""
"Bahrain","Conventional crude oil - exports","2014","Metric tons,  thousand","7693",""
"Bahrain","Conventional crude oil - exports","2013","Metric tons,  thousand","7120",""
"Bahrain","Conventional crude oil - exports","2012","Metric tons,  thousand","6649",""
"Bahrain","Conventional crude oil - exports","2011","Metric tons,  thousand","7475",""
"Bahrain","Conventional crude oil - exports","2010","Metric tons,  thousand","7524",""
"Bahrain","Conventional crude oil - exports","2009","Metric tons,  thousand","7579",""
"Bahrain","Conventional crude oil - exports","2008","Metric tons,  thousand","7442",""
"Bahrain","Conventional crude oil - exports","2007","Metric tons,  thousand","7369",""
"Bahrain","Conventional crude oil - exports","2006","Metric tons,  thousand","7393",""
"Bahrain","Conventional crude oil - exports","2005","Metric tons,  thousand","7496",""
"Bahrain","Conventional crude oil - exports","2004","Metric tons,  thousand","7510",""
"Barbados","Conventional crude oil - exports","2021","Metric tons,  thousand","47.5177304964539","1"
"Barbados","Conventional crude oil - exports","2020","Metric tons,  thousand","47.5066193853428",""
"Barbados","Conventional crude oil - exports","2019","Metric tons,  thousand","32.1853427895981",""
"Barbados","Conventional crude oil - exports","2018","Metric tons,  thousand","28.1111111111111",""
"Barbados","Conventional crude oil - exports","2017","Metric tons,  thousand","32.017778",""
"Barbados","Conventional crude oil - exports","2016","Metric tons,  thousand","34.308038",""
"Barbados","Conventional crude oil - exports","2015","Metric tons,  thousand","33.756501",""
"Barbados","Conventional crude oil - exports","2014","Metric tons,  thousand","29",""
"Barbados","Conventional crude oil - exports","2013","Metric tons,  thousand","34.3",""
"Barbados","Conventional crude oil - exports","2012","Metric tons,  thousand","37.6",""
"Barbados","Conventional crude oil - exports","2011","Metric tons,  thousand","39.8",""
"Barbados","Conventional crude oil - exports","2010","Metric tons,  thousand","42.2",""
"Barbados","Conventional crude oil - exports","2009","Metric tons,  thousand","38.3",""
"Barbados","Conventional crude oil - exports","2008","Metric tons,  thousand","39.5",""
"Barbados","Conventional crude oil - exports","2007","Metric tons,  thousand","46",""
"Barbados","Conventional crude oil - exports","2006","Metric tons,  thousand","49.863",""
"Barbados","Conventional crude oil - exports","2005","Metric tons,  thousand","63.377",""
"Barbados","Conventional crude oil - exports","2004","Metric tons,  thousand","63.377",""
"Barbados","Conventional crude oil - exports","2003","Metric tons,  thousand","63.377",""
"Barbados","Conventional crude oil - exports","2002","Metric tons,  thousand","80",""
"Barbados","Conventional crude oil - exports","2001","Metric tons,  thousand","63",""
"Barbados","Conventional crude oil - exports","2000","Metric tons,  thousand","77",""
"Barbados","Conventional crude oil - exports","1999","Metric tons,  thousand","99",""
"Barbados","Conventional crude oil - exports","1998","Metric tons,  thousand","69",""
"Belarus","Conventional crude oil - exports","2020","Metric tons,  thousand","1217",""
"Belarus","Conventional crude oil - exports","2019","Metric tons,  thousand","1649",""
"Belarus","Conventional crude oil - exports","2018","Metric tons,  thousand","1640",""
"Belarus","Conventional crude oil - exports","2017","Metric tons,  thousand","1621",""
"Belarus","Conventional crude oil - exports","2016","Metric tons,  thousand","1617",""
"Belarus","Conventional crude oil - exports","2015","Metric tons,  thousand","1615",""
"Belarus","Conventional crude oil - exports","2014","Metric tons,  thousand","1617",""
"Belarus","Conventional crude oil - exports","2013","Metric tons,  thousand","1619",""
"Belarus","Conventional crude oil - exports","2012","Metric tons,  thousand","1645",""
"Belarus","Conventional crude oil - exports","2011","Metric tons,  thousand","1676",""
"Belarus","Conventional crude oil - exports","2010","Metric tons,  thousand","0",""
"Belarus","Conventional crude oil - exports","2009","Metric tons,  thousand","1716",""
"Belarus","Conventional crude oil - exports","2008","Metric tons,  thousand","1453",""
"Belarus","Conventional crude oil - exports","2007","Metric tons,  thousand","851",""
"Belarus","Conventional crude oil - exports","2006","Metric tons,  thousand","1138",""
"Belarus","Conventional crude oil - exports","2005","Metric tons,  thousand","1346",""
"Belarus","Conventional crude oil - exports","2004","Metric tons,  thousand","1051",""
"Belarus","Conventional crude oil - exports","2003","Metric tons,  thousand","801",""
"Belarus","Conventional crude oil - exports","2002","Metric tons,  thousand","601",""
"Belarus","Conventional crude oil - exports","2001","Metric tons,  thousand","401",""
"Belarus","Conventional crude oil - exports","2000","Metric tons,  thousand","351",""
"Belarus","Conventional crude oil - exports","1999","Metric tons,  thousand","350",""
"Belarus","Conventional crude oil - exports","1998","Metric tons,  thousand","382",""
"Belarus","Conventional crude oil - exports","1997","Metric tons,  thousand","400",""
"Belarus","Conventional crude oil - exports","1996","Metric tons,  thousand","300",""
"Belarus","Conventional crude oil - exports","1995","Metric tons,  thousand","200",""
"Belarus","Conventional crude oil - exports","1994","Metric tons,  thousand","250",""
"Belarus","Conventional crude oil - exports","1993","Metric tons,  thousand","284",""
"Belarus","Conventional crude oil - exports","1992","Metric tons,  thousand","1058",""
"Belgium","Conventional crude oil - exports","2021","Metric tons,  thousand","192.2",""
"Belize","Conventional crude oil - exports","2021","Metric tons,  thousand","10.4964539007092","1"
"Belize","Conventional crude oil - exports","2020","Metric tons,  thousand","10.4018912529551",""
"Belize","Conventional crude oil - exports","2019","Metric tons,  thousand","30.8108747044917",""
"Belize","Conventional crude oil - exports","2018","Metric tons,  thousand","29.2157947990544",""
"Belize","Conventional crude oil - exports","2017","Metric tons,  thousand","39.082137",""
"Belize","Conventional crude oil - exports","2016","Metric tons,  thousand","49.049308",""
"Belize","Conventional crude oil - exports","2015","Metric tons,  thousand","59.191382",""
"Belize","Conventional crude oil - exports","2014","Metric tons,  thousand","86.04873",""
"Belize","Conventional crude oil - exports","2013","Metric tons,  thousand","67.991756",""
"Belize","Conventional crude oil - exports","2012","Metric tons,  thousand","128.077293",""
"Belize","Conventional crude oil - exports","2011","Metric tons,  thousand","186.597729",""
"Belize","Conventional crude oil - exports","2010","Metric tons,  thousand","206.690307",""
"Belize","Conventional crude oil - exports","2009","Metric tons,  thousand","192.437352",""
"Belize","Conventional crude oil - exports","2008","Metric tons,  thousand","172.539007",""
"Belize","Conventional crude oil - exports","2007","Metric tons,  thousand","144.165485",""
"Belize","Conventional crude oil - exports","2006","Metric tons,  thousand","112.6",""
"Benin","Conventional crude oil - exports","1998","Metric tons,  thousand","61",""
"Benin","Conventional crude oil - exports","1997","Metric tons,  thousand","64",""
"Benin","Conventional crude oil - exports","1996","Metric tons,  thousand","83",""
"Benin","Conventional crude oil - exports","1995","Metric tons,  thousand","95",""
"Benin","Conventional crude oil - exports","1994","Metric tons,  thousand","129",""
"Benin","Conventional crude oil - exports","1993","Metric tons,  thousand","154",""
"Benin","Conventional crude oil - exports","1992","Metric tons,  thousand","136","1"
"Benin","Conventional crude oil - exports","1991","Metric tons,  thousand","197","1"
"Benin","Conventional crude oil - exports","1990","Metric tons,  thousand","206","1"
"Bolivia (Plur. State of)","Conventional crude oil - exports","2017","Metric tons,  thousand","0",""
"Bolivia (Plur. State of)","Conventional crude oil - exports","2016","Metric tons,  thousand","0",""
"Bolivia (Plur. State of)","Conventional crude oil - exports","2015","Metric tons,  thousand","59",""
"Bolivia (Plur. State of)","Conventional crude oil - exports","2014","Metric tons,  thousand","384",""
"Bolivia (Plur. State of)","Conventional crude oil - exports","2013","Metric tons,  thousand","418",""
"Bolivia (Plur. State of)","Conventional crude oil - exports","2012","Metric tons,  thousand","40",""
"Bolivia (Plur. State of)","Conventional crude oil - exports","2011","Metric tons,  thousand","0",""
"Bolivia (Plur. State of)","Conventional crude oil - exports","2010","Metric tons,  thousand","0",""
"Bolivia (Plur. State of)","Conventional crude oil - exports","2009","Metric tons,  thousand","0",""
"Bolivia (Plur. State of)","Conventional crude oil - exports","2008","Metric tons,  thousand","0",""
"Bolivia (Plur. State of)","Conventional crude oil - exports","2007","Metric tons,  thousand","139",""
"Bolivia (Plur. State of)","Conventional crude oil - exports","2006","Metric tons,  thousand","204",""
"Bolivia (Plur. State of)","Conventional crude oil - exports","2005","Metric tons,  thousand","217",""
"Bolivia (Plur. State of)","Conventional crude oil - exports","2004","Metric tons,  thousand","241",""
"Bolivia (Plur. State of)","Conventional crude oil - exports","2003","Metric tons,  thousand","133",""
"Bolivia (Plur. State of)","Conventional crude oil - exports","2002","Metric tons,  thousand","91",""
"Bolivia (Plur. State of)","Conventional crude oil - exports","2001","Metric tons,  thousand","126",""
"Bolivia (Plur. State of)","Conventional crude oil - exports","2000","Metric tons,  thousand","173",""
"Bolivia (Plur. State of)","Conventional crude oil - exports","1994","Metric tons,  thousand","67",""
"Bolivia (Plur. State of)","Conventional crude oil - exports","1993","Metric tons,  thousand","63",""
"Bolivia (Plur. State of)","Conventional crude oil - exports","1992","Metric tons,  thousand","17",""
"Bolivia (Plur. State of)","Conventional crude oil - exports","1991","Metric tons,  thousand","49",""
"Bolivia (Plur. State of)","Conventional crude oil - exports","1990","Metric tons,  thousand","0",""
"Brazil","Conventional crude oil - exports","2020","Metric tons,  thousand","70169",""
"Brazil","Conventional crude oil - exports","2019","Metric tons,  thousand","62866",""
"Brazil","Conventional crude oil - exports","2018","Metric tons,  thousand","55164",""
"Brazil","Conventional crude oil - exports","2017","Metric tons,  thousand","53337",""
"Brazil","Conventional crude oil - exports","2016","Metric tons,  thousand","43419",""
"Brazil","Conventional crude oil - exports","2015","Metric tons,  thousand","37794",""
"Brazil","Conventional crude oil - exports","2014","Metric tons,  thousand","26619",""
"Brazil","Conventional crude oil - exports","2013","Metric tons,  thousand","20142",""
"Brazil","Conventional crude oil - exports","2012","Metric tons,  thousand","27051",""
"Brazil","Conventional crude oil - exports","2011","Metric tons,  thousand","30660",""
"Brazil","Conventional crude oil - exports","2010","Metric tons,  thousand","32028",""
"Brazil","Conventional crude oil - exports","2009","Metric tons,  thousand","26660",""
"Brazil","Conventional crude oil - exports","2008","Metric tons,  thousand","21970",""
"Brazil","Conventional crude oil - exports","2007","Metric tons,  thousand","21373",""
"Brazil","Conventional crude oil - exports","2006","Metric tons,  thousand","18666",""
"Brazil","Conventional crude oil - exports","2005","Metric tons,  thousand","13923",""
"Brazil","Conventional crude oil - exports","2004","Metric tons,  thousand","12262",""
"Brazil","Conventional crude oil - exports","2003","Metric tons,  thousand","12262",""
"Brazil","Conventional crude oil - exports","2002","Metric tons,  thousand","11917",""
"Brazil","Conventional crude oil - exports","2001","Metric tons,  thousand","5618",""
"Brazil","Conventional crude oil - exports","2000","Metric tons,  thousand","1646",""
"Brazil","Conventional crude oil - exports","1999","Metric tons,  thousand","30",""
"Brazil","Conventional crude oil - exports","1998","Metric tons,  thousand","0",""
"Brazil","Conventional crude oil - exports","1997","Metric tons,  thousand","130",""
"Brazil","Conventional crude oil - exports","1996","Metric tons,  thousand","104",""
"Brazil","Conventional crude oil - exports","1995","Metric tons,  thousand","677",""
"Brazil","Conventional crude oil - exports","1994","Metric tons,  thousand","0",""
"Brazil","Conventional crude oil - exports","1993","Metric tons,  thousand","0",""
"Brazil","Conventional crude oil - exports","1992","Metric tons,  thousand","0",""
"Brazil","Conventional crude oil - exports","1991","Metric tons,  thousand","0",""
"Brazil","Conventional crude oil - exports","1990","Metric tons,  thousand","0",""
"Brunei Darussalam","Conventional crude oil - exports","2020","Metric tons,  thousand","3569.514",""
"Brunei Darussalam","Conventional crude oil - exports","2019","Metric tons,  thousand","5312.104",""
"Brunei Darussalam","Conventional crude oil - exports","2018","Metric tons,  thousand","4571",""
"Brunei Darussalam","Conventional crude oil - exports","2017","Metric tons,  thousand","4871",""
"Brunei Darussalam","Conventional crude oil - exports","2016","Metric tons,  thousand","5209",""
"Brunei Darussalam","Conventional crude oil - exports","2015","Metric tons,  thousand","5763",""
"Brunei Darussalam","Conventional crude oil - exports","2014","Metric tons,  thousand","5362",""
"Brunei Darussalam","Conventional crude oil - exports","2013","Metric tons,  thousand","5822",""
"Brunei Darussalam","Conventional crude oil - exports","2012","Metric tons,  thousand","6920",""
"Brunei Darussalam","Conventional crude oil - exports","2011","Metric tons,  thousand","6740",""
"Brunei Darussalam","Conventional crude oil - exports","2010","Metric tons,  thousand","7342",""
"Brunei Darussalam","Conventional crude oil - exports","2009","Metric tons,  thousand","7064",""
"Brunei Darussalam","Conventional crude oil - exports","2008","Metric tons,  thousand","8162",""
"Brunei Darussalam","Conventional crude oil - exports","2007","Metric tons,  thousand","8523",""
"Brunei Darussalam","Conventional crude oil - exports","2006","Metric tons,  thousand","10345.3582",""
"Brunei Darussalam","Conventional crude oil - exports","2005","Metric tons,  thousand","9544.1555",""
"Brunei Darussalam","Conventional crude oil - exports","2004","Metric tons,  thousand","9551.7955",""
"Brunei Darussalam","Conventional crude oil - exports","2003","Metric tons,  thousand","9809.1031",""
"Brunei Darussalam","Conventional crude oil - exports","2002","Metric tons,  thousand","9511.3247",""
"Brunei Darussalam","Conventional crude oil - exports","2001","Metric tons,  thousand","9050",""
"Brunei Darussalam","Conventional crude oil - exports","2000","Metric tons,  thousand","9058",""
"Brunei Darussalam","Conventional crude oil - exports","1999","Metric tons,  thousand","8373",""
"Brunei Darussalam","Conventional crude oil - exports","1998","Metric tons,  thousand","7136","1"
"Brunei Darussalam","Conventional crude oil - exports","1997","Metric tons,  thousand","7920","1"
"Brunei Darussalam","Conventional crude oil - exports","1996","Metric tons,  thousand","8030",""
"Brunei Darussalam","Conventional crude oil - exports","1995","Metric tons,  thousand","8369",""
"Brunei Darussalam","Conventional crude oil - exports","1994","Metric tons,  thousand","8684",""
"Brunei Darussalam","Conventional crude oil - exports","1993","Metric tons,  thousand","8489",""
"Brunei Darussalam","Conventional crude oil - exports","1992","Metric tons,  thousand","8800",""
"Brunei Darussalam","Conventional crude oil - exports","1991","Metric tons,  thousand","8079",""
"Brunei Darussalam","Conventional crude oil - exports","1990","Metric tons,  thousand","7333",""
"Cameroon","Conventional crude oil - exports","2020","Metric tons,  thousand","3683.182",""
"Cameroon","Conventional crude oil - exports","2019","Metric tons,  thousand","3283.734",""
"Cameroon","Conventional crude oil - exports","2018","Metric tons,  thousand","2904.295",""
"Cameroon","Conventional crude oil - exports","2017","Metric tons,  thousand","3488.042",""
"Cameroon","Conventional crude oil - exports","2016","Metric tons,  thousand","4348",""
